alarm_1,alarm_2,lag,correlation,abs_corr
Cell Blocked,Cell RX Channel Interference Noise Power Unbalanced,8,0.06437951573816497,0.06437951573816497
Cell Blocked,Cell RX Channel Interference Noise Power Unbalanced,9,0.036301176167128024,0.036301176167128024
Cell Blocked,Cell RX Channel Interference Noise Power Unbalanced,10,0.04448043645114116,0.04448043645114116
Cell Blocked,Cell RX Channel Interference Noise Power Unbalanced,11,0.040248796217452344,0.040248796217452344
Cell Blocked,Cell RX Channel Interference Noise Power Unbalanced,12,0.05091033889694806,0.05091033889694806
Cell Blocked,Cell Unavailable,-12,0.006511461583895638,0.006511461583895638
Cell Blocked,Cell Unavailable,-11,-0.004517548590639545,0.004517548590639545
Cell Blocked,Cell Unavailable,-10,0.005562175528462467,0.005562175528462467
Cell Blocked,Cell Unavailable,-9,0.02986519564610623,0.02986519564610623
Cell Blocked,Cell Unavailable,-8,0.019985402807929254,0.019985402807929254
Cell Blocked,Cell Unavailable,-7,0.023536377633433872,0.023536377633433872
Cell Blocked,Cell Unavailable,-6,0.03382170267672839,0.03382170267672839
Cell Blocked,Cell Unavailable,-5,0.060373813542456516,0.060373813542456516
Cell Blocked,Cell Unavailable,-4,0.03862883915528527,0.03862883915528527
Cell Blocked,Cell Unavailable,-3,0.0461260371904782,0.0461260371904782
Cell Blocked,Cell Unavailable,-2,0.055785303483733346,0.055785303483733346
Cell Blocked,Cell Unavailable,-1,0.07991088937743332,0.07991088937743332
Cell Blocked,Cell Unavailable,0,0.08685955120601228,0.08685955120601228
Cell Blocked,Cell Unavailable,1,0.08026688154763917,0.08026688154763917
Cell Blocked,Cell Unavailable,2,0.07908016881340119,0.07908016881340119
Cell Blocked,Cell Unavailable,3,0.07487131682794543,0.07487131682794543
Cell Blocked,Cell Unavailable,4,0.0792393417112717,0.0792393417112717
Cell Blocked,Cell Unavailable,5,0.06313202202042852,0.06313202202042852
Cell Blocked,Cell Unavailable,6,0.05211090754783342,0.05211090754783342
Cell Blocked,Cell Unavailable,7,0.025230084880778568,0.025230084880778568
Cell Blocked,Cell Unavailable,8,0.016952592837417648,0.016952592837417648
Cell Blocked,Cell Unavailable,9,0.012021918876002092,0.012021918876002092
Cell Blocked,Cell Unavailable,10,0.01931106235355333,0.01931106235355333
Cell Blocked,Cell Unavailable,11,0.004113179416781014,0.004113179416781014
Cell Blocked,Cell Unavailable,12,0.003926076243124499,0.003926076243124499
Cell Blocked,Commercial Power Down (Main Power Down),-12,0.03474753244731138,0.03474753244731138
Cell Blocked,Commercial Power Down (Main Power Down),-11,0.00819899248792806,0.00819899248792806
Cell Blocked,Commercial Power Down (Main Power Down),-10,0.001216314321509154,0.001216314321509154
Cell Blocked,Commercial Power Down (Main Power Down),-9,-7.938286745122327e-05,7.938286745122327e-05
Cell Blocked,Commercial Power Down (Main Power Down),-8,0.00023570581896538437,0.00023570581896538437
Cell Blocked,Commercial Power Down (Main Power Down),-7,-0.000613605276986725,0.000613605276986725
Cell Blocked,Commercial Power Down (Main Power Down),-6,0.011073207405742325,0.011073207405742325
Cell Blocked,Commercial Power Down (Main Power Down),-5,0.04141948531370312,0.04141948531370312
Cell Blocked,Commercial Power Down (Main Power Down),-4,0.04250402335881588,0.04250402335881588
Cell Blocked,Commercial Power Down (Main Power Down),-3,0.067371465349916,0.067371465349916
Cell Blocked,Commercial Power Down (Main Power Down),-2,0.07841921851157226,0.07841921851157226
Cell Blocked,Commercial Power Down (Main Power Down),-1,0.12413205931066425,0.12413205931066425
Cell Blocked,Commercial Power Down (Main Power Down),0,0.15893200265054921,0.15893200265054921
Cell Blocked,Commercial Power Down (Main Power Down),1,0.158054657641846,0.158054657641846
Cell Blocked,Commercial Power Down (Main Power Down),2,0.1539622850264096,0.1539622850264096
Cell Blocked,Commercial Power Down (Main Power Down),3,0.16042795154703923,0.16042795154703923
Cell Blocked,Commercial Power Down (Main Power Down),4,0.15369822244471287,0.15369822244471287
Cell Blocked,Commercial Power Down (Main Power Down),5,0.14900081786970967,0.14900081786970967
Cell Blocked,Commercial Power Down (Main Power Down),6,0.13526288505939882,0.13526288505939882
Cell Blocked,Commercial Power Down (Main Power Down),7,0.12363497808815117,0.12363497808815117
Cell Blocked,Commercial Power Down (Main Power Down),8,0.08970484924264527,0.08970484924264527
Cell Blocked,Commercial Power Down (Main Power Down),9,0.06295373627493346,0.06295373627493346
Cell Blocked,Commercial Power Down (Main Power Down),10,0.04489383903937395,0.04489383903937395
Cell Blocked,Commercial Power Down (Main Power Down),11,0.036727178411665166,0.036727178411665166
Cell Blocked,Commercial Power Down (Main Power Down),12,0.021502669091120637,0.021502669091120637
Cell Blocked,Core CPU Overload,-12,-0.05904979059387939,0.05904979059387939
Cell Blocked,Core CPU Overload,-11,-0.0527591789782432,0.0527591789782432
Cell Blocked,Core CPU Overload,-10,-0.036769218269059864,0.036769218269059864
Cell Blocked,Core CPU Overload,-9,-0.01993964446215274,0.01993964446215274
Cell Blocked,Core CPU Overload,-8,0.010133529442458338,0.010133529442458338
Cell Blocked,Core CPU Overload,-7,0.033352006137180513,0.033352006137180513
Cell Blocked,Core CPU Overload,-6,0.050266710504496596,0.050266710504496596
Cell Blocked,Core CPU Overload,-5,0.09400340033603583,0.09400340033603583
Cell Blocked,Core CPU Overload,-4,0.11775564165874346,0.11775564165874346
Cell Blocked,Core CPU Overload,-3,0.17371917230784995,0.17371917230784995
Cell Blocked,Core CPU Overload,-2,0.21110109149051448,0.21110109149051448
Cell Blocked,Core CPU Overload,-1,0.2274814070135391,0.2274814070135391
Cell Blocked,Core CPU Overload,0,0.21806575686010216,0.21806575686010216
Cell Blocked,Core CPU Overload,1,0.19011857930924897,0.19011857930924897
Cell Blocked,Core CPU Overload,2,0.18019969342586645,0.18019969342586645
Cell Blocked,Core CPU Overload,3,0.1689606124064706,0.1689606124064706
Cell Blocked,Core CPU Overload,4,0.15104386371868145,0.15104386371868145
Cell Blocked,Core CPU Overload,5,0.11109405369663262,0.11109405369663262
Cell Blocked,Core CPU Overload,6,0.07740888762933627,0.07740888762933627
Cell Blocked,Core CPU Overload,7,0.026774568376179968,0.026774568376179968
Cell Blocked,Core CPU Overload,8,-0.004901626177501066,0.004901626177501066
Cell Blocked,Core CPU Overload,9,-0.021454534105980482,0.021454534105980482
Cell Blocked,Core CPU Overload,10,-0.05411331913183415,0.05411331913183415
Cell Blocked,Core CPU Overload,11,-0.05742826508113402,0.05742826508113402
Cell Blocked,Core CPU Overload,12,-0.06703400945375064,0.06703400945375064
Cell Blocked,E1/T1 Excessive Bit Error Rate,-12,0.03857790165254781,0.03857790165254781
Cell Blocked,E1/T1 Excessive Bit Error Rate,-11,0.05428622100420862,0.05428622100420862
Cell Blocked,E1/T1 Excessive Bit Error Rate,-10,0.027704550862703115,0.027704550862703115
Cell Blocked,E1/T1 Excessive Bit Error Rate,-9,0.016227516048246356,0.016227516048246356
Cell Blocked,E1/T1 Excessive Bit Error Rate,-8,0.026228164878728942,0.026228164878728942
Cell Blocked,E1/T1 Excessive Bit Error Rate,-7,0.031032837082906196,0.031032837082906196
Cell Blocked,E1/T1 Excessive Bit Error Rate,-6,0.031443774303372335,0.031443774303372335
Cell Blocked,E1/T1 Excessive Bit Error Rate,-5,0.025493539968143953,0.025493539968143953
Cell Blocked,E1/T1 Excessive Bit Error Rate,-4,0.017893135975706343,0.017893135975706343
Cell Blocked,E1/T1 Excessive Bit Error Rate,-3,0.04434417991475147,0.04434417991475147
Cell Blocked,E1/T1 Excessive Bit Error Rate,-2,0.03745822472830114,0.03745822472830114
Cell Blocked,E1/T1 Excessive Bit Error Rate,-1,0.05562849325744418,0.05562849325744418
Cell Blocked,E1/T1 Excessive Bit Error Rate,0,0.06572006399067422,0.06572006399067422
Cell Blocked,E1/T1 Excessive Bit Error Rate,1,0.05468181716772947,0.05468181716772947
Cell Blocked,E1/T1 Excessive Bit Error Rate,2,0.054759718356538846,0.054759718356538846
Cell Blocked,E1/T1 Excessive Bit Error Rate,3,0.04973260644183894,0.04973260644183894
Cell Blocked,E1/T1 Excessive Bit Error Rate,4,0.04370274470985438,0.04370274470985438
Cell Blocked,E1/T1 Excessive Bit Error Rate,5,0.04528530284315917,0.04528530284315917
Cell Blocked,E1/T1 Excessive Bit Error Rate,6,0.047580591741700394,0.047580591741700394
Cell Blocked,E1/T1 Excessive Bit Error Rate,7,0.03222715922265637,0.03222715922265637
Cell Blocked,E1/T1 Excessive Bit Error Rate,8,0.04049720548668804,0.04049720548668804
Cell Blocked,E1/T1 Excessive Bit Error Rate,9,0.03370434205007746,0.03370434205007746
Cell Blocked,E1/T1 Excessive Bit Error Rate,10,0.030149798905206096,0.030149798905206096
Cell Blocked,E1/T1 Excessive Bit Error Rate,11,0.03357908976341483,0.03357908976341483
Cell Blocked,E1/T1 Excessive Bit Error Rate,12,0.01737169323717915,0.01737169323717915
Cell Blocked,External Clock Reference Problem,-12,-0.007469465149093606,0.007469465149093606
Cell Blocked,External Clock Reference Problem,-11,-0.0036143022259722698,0.0036143022259722698
Cell Blocked,External Clock Reference Problem,-10,-0.0006432019833695395,0.0006432019833695395
Cell Blocked,External Clock Reference Problem,-9,-0.01375189223430086,0.01375189223430086
Cell Blocked,External Clock Reference Problem,-8,-0.006243883568496633,0.006243883568496633
Cell Blocked,External Clock Reference Problem,-7,0.01184971021727384,0.01184971021727384
Cell Blocked,External Clock Reference Problem,-6,0.04393727239865852,0.04393727239865852
Cell Blocked,External Clock Reference Problem,-5,0.02266025489697651,0.02266025489697651
Cell Blocked,External Clock Reference Problem,-4,0.017455792356602398,0.017455792356602398
Cell Blocked,External Clock Reference Problem,-3,0.029534347196556017,0.029534347196556017
Cell Blocked,External Clock Reference Problem,-2,0.051059946111515694,0.051059946111515694
Cell Blocked,External Clock Reference Problem,-1,0.05310091579098751,0.05310091579098751
Cell Blocked,External Clock Reference Problem,0,0.0738868705821277,0.0738868705821277
Cell Blocked,External Clock Reference Problem,1,0.051238031667150144,0.051238031667150144
Cell Blocked,External Clock Reference Problem,2,0.04958798460001573,0.04958798460001573
Cell Blocked,External Clock Reference Problem,3,0.04938291181777073,0.04938291181777073
Cell Blocked,External Clock Reference Problem,4,0.0497954758615154,0.0497954758615154
Cell Blocked,External Clock Reference Problem,5,0.03668008064263002,0.03668008064263002
Cell Blocked,External Clock Reference Problem,6,0.03941144499730825,0.03941144499730825
Cell Blocked,External Clock Reference Problem,7,0.028724204892151075,0.028724204892151075
Cell Blocked,External Clock Reference Problem,8,0.012330667740468527,0.012330667740468527
Cell Blocked,External Clock Reference Problem,9,0.007577802865559547,0.007577802865559547
Cell Blocked,External Clock Reference Problem,10,0.0027641415734381935,0.0027641415734381935
Cell Blocked,External Clock Reference Problem,11,0.007108064658942147,0.007108064658942147
Cell Blocked,External Clock Reference Problem,12,-0.004331434524422242,0.004331434524422242
Cell Blocked,GSM Cell out of Service,-12,0.013839380906132685,0.013839380906132685
Cell Blocked,GSM Cell out of Service,-11,0.034156739391489006,0.034156739391489006
Cell Blocked,GSM Cell out of Service,-10,0.024324005862630404,0.024324005862630404
Cell Blocked,GSM Cell out of Service,-9,0.027568367011644973,0.027568367011644973
Cell Blocked,GSM Cell out of Service,-8,0.04508328009567848,0.04508328009567848
Cell Blocked,GSM Cell out of Service,-7,0.03052006265364588,0.03052006265364588
Cell Blocked,GSM Cell out of Service,-6,0.05201792850688819,0.05201792850688819
Cell Blocked,GSM Cell out of Service,-5,0.05379075488098449,0.05379075488098449
Cell Blocked,GSM Cell out of Service,-4,0.03163071253365586,0.03163071253365586
Cell Blocked,GSM Cell out of Service,-3,0.05200534109366226,0.05200534109366226
Cell Blocked,GSM Cell out of Service,-2,0.0679894486797293,0.0679894486797293
Cell Blocked,GSM Cell out of Service,-1,0.07009329207460738,0.07009329207460738
Cell Blocked,GSM Cell out of Service,0,0.09653990847215407,0.09653990847215407
Cell Blocked,GSM Cell out of Service,1,0.08870183435236101,0.08870183435236101
Cell Blocked,GSM Cell out of Service,2,0.0801022720838153,0.0801022720838153
Cell Blocked,GSM Cell out of Service,3,0.07406526071001188,0.07406526071001188
Cell Blocked,GSM Cell out of Service,4,0.07203444509755148,0.07203444509755148
Cell Blocked,GSM Cell out of Service,5,0.05449762468905369,0.05449762468905369
Cell Blocked,GSM Cell out of Service,6,0.04706993357321541,0.04706993357321541
Cell Blocked,GSM Cell out of Service,7,0.04183000073264578,0.04183000073264578
Cell Blocked,GSM Cell out of Service,8,0.038381729145829296,0.038381729145829296
Cell Blocked,GSM Cell out of Service,9,0.022944832332950936,0.022944832332950936
Cell Blocked,GSM Cell out of Service,10,0.023768607110220535,0.023768607110220535
Cell Blocked,GSM Cell out of Service,11,0.02557115319268685,0.02557115319268685
Cell Blocked,GSM Cell out of Service,12,0.018844713970971226,0.018844713970971226
Cell Blocked,GTPC Tunnel Path Broken,-12,0.015925947623630227,0.015925947623630227
Cell Blocked,GTPC Tunnel Path Broken,-11,0.012667900552219554,0.012667900552219554
Cell Blocked,GTPC Tunnel Path Broken,-10,0.023036563604211028,0.023036563604211028
Cell Blocked,GTPC Tunnel Path Broken,-9,0.04045340065672804,0.04045340065672804
Cell Blocked,GTPC Tunnel Path Broken,-8,0.04727522602130894,0.04727522602130894
Cell Blocked,GTPC Tunnel Path Broken,-7,0.05079098554072482,0.05079098554072482
Cell Blocked,GTPC Tunnel Path Broken,-6,0.0550829598869428,0.0550829598869428
Cell Blocked,GTPC Tunnel Path Broken,-5,0.07822976408321278,0.07822976408321278
Cell Blocked,GTPC Tunnel Path Broken,-4,0.0621300457615762,0.0621300457615762
Cell Blocked,GTPC Tunnel Path Broken,-3,0.08705896602315147,0.08705896602315147
Cell Blocked,GTPC Tunnel Path Broken,-2,0.07253706020061182,0.07253706020061182
Cell Blocked,GTPC Tunnel Path Broken,-1,0.08752952332247209,0.08752952332247209
Cell Blocked,GTPC Tunnel Path Broken,0,0.07251093849694859,0.07251093849694859
Cell Blocked,GTPC Tunnel Path Broken,1,0.05492254572027622,0.05492254572027622
Cell Blocked,GTPC Tunnel Path Broken,2,0.05906202105101087,0.05906202105101087
Cell Blocked,GTPC Tunnel Path Broken,3,0.042503326223541284,0.042503326223541284
Cell Blocked,GTPC Tunnel Path Broken,4,0.034900452516994945,0.034900452516994945
Cell Blocked,GTPC Tunnel Path Broken,5,0.0417463534649139,0.0417463534649139
Cell Blocked,GTPC Tunnel Path Broken,6,0.024348212877783038,0.024348212877783038
Cell Blocked,GTPC Tunnel Path Broken,7,0.012590695596121897,0.012590695596121897
Cell Blocked,GTPC Tunnel Path Broken,8,0.014023184154177033,0.014023184154177033
Cell Blocked,GTPC Tunnel Path Broken,9,-0.002483012461042511,0.002483012461042511
Cell Blocked,GTPC Tunnel Path Broken,10,0.008088701177491662,0.008088701177491662
Cell Blocked,GTPC Tunnel Path Broken,11,0.005487865786179005,0.005487865786179005
Cell Blocked,GTPC Tunnel Path Broken,12,0.010442120391576359,0.010442120391576359
Cell Blocked,High Temperature (35Â°),-12,0.015486083380415207,0.015486083380415207
Cell Blocked,High Temperature (35Â°),-11,0.0016285598393968516,0.0016285598393968516
Cell Blocked,High Temperature (35Â°),-10,0.0052714946711346425,0.0052714946711346425
Cell Blocked,High Temperature (35Â°),-9,0.0076933009520559256,0.0076933009520559256
Cell Blocked,High Temperature (35Â°),-8,0.014498558938488164,0.014498558938488164
Cell Blocked,High Temperature (35Â°),-7,0.03242487211123153,0.03242487211123153
Cell Blocked,High Temperature (35Â°),-6,0.043730671909479144,0.043730671909479144
Cell Blocked,High Temperature (35Â°),-5,0.08156908148300623,0.08156908148300623
Cell Blocked,High Temperature (35Â°),-4,0.08378244883171929,0.08378244883171929
Cell Blocked,High Temperature (35Â°),-3,0.11133948631329668,0.11133948631329668
Cell Blocked,High Temperature (35Â°),-2,0.14091808143823625,0.14091808143823625
Cell Blocked,High Temperature (35Â°),-1,0.1741726552557449,0.1741726552557449
Cell Blocked,High Temperature (35Â°),0,0.19935686959413934,0.19935686959413934
Cell Blocked,High Temperature (35Â°),1,0.20183887792488414,0.20183887792488414
Cell Blocked,High Temperature (35Â°),2,0.22958523050254762,0.22958523050254762
Cell Blocked,High Temperature (35Â°),3,0.20445421977867373,0.20445421977867373
Cell Blocked,High Temperature (35Â°),4,0.19848187462322048,0.19848187462322048
Cell Blocked,High Temperature (35Â°),5,0.18347901473905964,0.18347901473905964
Cell Blocked,High Temperature (35Â°),6,0.17179840160668092,0.17179840160668092
Cell Blocked,High Temperature (35Â°),7,0.132971153264277,0.132971153264277
Cell Blocked,High Temperature (35Â°),8,0.1008178689775628,0.1008178689775628
Cell Blocked,High Temperature (35Â°),9,0.07129985726165992,0.07129985726165992
Cell Blocked,High Temperature (35Â°),10,0.04350236622916691,0.04350236622916691
Cell Blocked,High Temperature (35Â°),11,0.027563463451992006,0.027563463451992006
Cell Blocked,High Temperature (35Â°),12,0.005220911159518153,0.005220911159518153
Cell Blocked,IP PM Activation Failure,-12,-0.011003265049962104,0.011003265049962104
Cell Blocked,IP PM Activation Failure,-11,-0.004866867221214288,0.004866867221214288
Cell Blocked,IP PM Activation Failure,-10,0.001581067946998135,0.001581067946998135
Cell Blocked,IP PM Activation Failure,-9,0.009736671879031503,0.009736671879031503
Cell Blocked,IP PM Activation Failure,-8,0.00919154411859887,0.00919154411859887
Cell Blocked,IP PM Activation Failure,-7,0.005899477654153572,0.005899477654153572
Cell Blocked,IP PM Activation Failure,-6,0.015561020504084457,0.015561020504084457
Cell Blocked,IP PM Activation Failure,-5,0.008133502413624443,0.008133502413624443
Cell Blocked,IP PM Activation Failure,-4,0.004767350810306129,0.004767350810306129
Cell Blocked,IP PM Activation Failure,-3,0.01732717701432041,0.01732717701432041
Cell Blocked,IP PM Activation Failure,-2,0.01880190406291988,0.01880190406291988
Cell Blocked,IP PM Activation Failure,-1,0.018633409112002133,0.018633409112002133
Cell Blocked,IP PM Activation Failure,0,0.031300385988373196,0.031300385988373196
Cell Blocked,IP PM Activation Failure,1,0.02858504384152248,0.02858504384152248
Cell Blocked,IP PM Activation Failure,2,0.03711136975989553,0.03711136975989553
Cell Blocked,IP PM Activation Failure,3,0.03242957242456643,0.03242957242456643
Cell Blocked,IP PM Activation Failure,4,0.02391915296563606,0.02391915296563606
Cell Blocked,IP PM Activation Failure,5,0.015492876040210162,0.015492876040210162
Cell Blocked,IP PM Activation Failure,6,0.0007368186243241071,0.0007368186243241071
Cell Blocked,IP PM Activation Failure,7,0.009006063206523762,0.009006063206523762
Cell Blocked,IP PM Activation Failure,8,-0.0042589289662498305,0.0042589289662498305
Cell Blocked,IP PM Activation Failure,9,0.0018718819422612113,0.0018718819422612113
Cell Blocked,IP PM Activation Failure,10,-0.004427922177951816,0.004427922177951816
Cell Blocked,IP PM Activation Failure,11,-0.0017443607910795917,0.0017443607910795917
Cell Blocked,IP PM Activation Failure,12,0.013109045904375893,0.013109045904375893
Cell Blocked,Local Cell Unusable,-12,-0.023261708259065702,0.023261708259065702
Cell Blocked,Local Cell Unusable,-11,-0.027272751203242195,0.027272751203242195
Cell Blocked,Local Cell Unusable,-10,-0.023553830319037575,0.023553830319037575
Cell Blocked,Local Cell Unusable,-9,-0.013058002718415507,0.013058002718415507
Cell Blocked,Local Cell Unusable,-8,-0.00021229715765141253,0.00021229715765141253
Cell Blocked,Local Cell Unusable,-7,0.02203741586136751,0.02203741586136751
Cell Blocked,Local Cell Unusable,-6,0.044224870434533735,0.044224870434533735
Cell Blocked,Local Cell Unusable,-5,0.08053762189069724,0.08053762189069724
Cell Blocked,Local Cell Unusable,-4,0.08231066712106672,0.08231066712106672
Cell Blocked,Local Cell Unusable,-3,0.10473642243327687,0.10473642243327687
Cell Blocked,Local Cell Unusable,-2,0.1294535794356387,0.1294535794356387
Cell Blocked,Local Cell Unusable,-1,0.17511193518702248,0.17511193518702248
Cell Blocked,Local Cell Unusable,0,0.21278693627598896,0.21278693627598896
Cell Blocked,Local Cell Unusable,1,0.16166325254584735,0.16166325254584735
Cell Blocked,Local Cell Unusable,2,0.16379957610144696,0.16379957610144696
Cell Blocked,Local Cell Unusable,3,0.15426038650918594,0.15426038650918594
Cell Blocked,Local Cell Unusable,4,0.1419280125116951,0.1419280125116951
Cell Blocked,Local Cell Unusable,5,0.10800956427905553,0.10800956427905553
Cell Blocked,Local Cell Unusable,6,0.06635674443684063,0.06635674443684063
Cell Blocked,Local Cell Unusable,7,0.044393461902123815,0.044393461902123815
Cell Blocked,Local Cell Unusable,8,0.013340797199273571,0.013340797199273571
Cell Blocked,Local Cell Unusable,9,-0.0016657973465428212,0.0016657973465428212
Cell Blocked,Local Cell Unusable,10,-0.01033607220831864,0.01033607220831864
Cell Blocked,Local Cell Unusable,11,0.00045771448549010175,0.00045771448549010175
Cell Blocked,Local Cell Unusable,12,-0.029132528690503517,0.029132528690503517
Cell Blocked,Parallel Alarm Exceeds the Limit,-12,0.004496820484661669,0.004496820484661669
Cell Blocked,Parallel Alarm Exceeds the Limit,-11,0.02546598286245216,0.02546598286245216
Cell Blocked,Parallel Alarm Exceeds the Limit,-10,0.021916671034420635,0.021916671034420635
Cell Blocked,Parallel Alarm Exceeds the Limit,-9,0.021834897949474116,0.021834897949474116
Cell Blocked,Parallel Alarm Exceeds the Limit,-8,0.02714440933034772,0.02714440933034772
Cell Blocked,Parallel Alarm Exceeds the Limit,-7,0.006464575449168626,0.006464575449168626
Cell Blocked,Parallel Alarm Exceeds the Limit,-6,0.019409146670510996,0.019409146670510996
Cell Blocked,Parallel Alarm Exceeds the Limit,-5,0.042622209722120434,0.042622209722120434
Cell Blocked,Parallel Alarm Exceeds the Limit,-4,0.00933039196436753,0.00933039196436753
Cell Blocked,Parallel Alarm Exceeds the Limit,-3,0.022034258360906483,0.022034258360906483
Cell Blocked,Parallel Alarm Exceeds the Limit,-2,0.034657448047307644,0.034657448047307644
Cell Blocked,Parallel Alarm Exceeds the Limit,-1,0.023133942878956783,0.023133942878956783
Cell Blocked,Parallel Alarm Exceeds the Limit,0,0.046059018517182894,0.046059018517182894
Cell Blocked,Parallel Alarm Exceeds the Limit,1,0.040203297174451515,0.040203297174451515
Cell Blocked,Parallel Alarm Exceeds the Limit,2,0.02717828766588397,0.02717828766588397
Cell Blocked,Parallel Alarm Exceeds the Limit,3,0.02071842063201869,0.02071842063201869
Cell Blocked,Parallel Alarm Exceeds the Limit,4,0.014672003253129222,0.014672003253129222
Cell Blocked,Parallel Alarm Exceeds the Limit,5,0.01325500208240331,0.01325500208240331
Cell Blocked,Parallel Alarm Exceeds the Limit,6,0.018456275204577956,0.018456275204577956
Cell Blocked,Parallel Alarm Exceeds the Limit,7,0.016167397419593662,0.016167397419593662
Cell Blocked,Parallel Alarm Exceeds the Limit,8,0.011434888193045447,0.011434888193045447
Cell Blocked,Parallel Alarm Exceeds the Limit,9,0.011936686718576835,0.011936686718576835
Cell Blocked,Parallel Alarm Exceeds the Limit,10,0.005099041266626126,0.005099041266626126
Cell Blocked,Parallel Alarm Exceeds the Limit,11,0.014440602324294127,0.014440602324294127
Cell Blocked,Parallel Alarm Exceeds the Limit,12,0.012837363231349817,0.012837363231349817
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-12,0.06033622704142657,0.06033622704142657
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-11,0.05050343436234942,0.05050343436234942
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-10,0.06768787482200145,0.06768787482200145
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-9,0.0734778098940409,0.0734778098940409
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-8,0.08253803145121812,0.08253803145121812
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-7,0.09216878184601979,0.09216878184601979
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-6,0.0859849337846825,0.0859849337846825
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-5,0.09803139217442351,0.09803139217442351
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-4,0.11579692227426483,0.11579692227426483
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-3,0.10997157940650114,0.10997157940650114
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-2,0.13859305164899072,0.13859305164899072
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,-1,0.1492474651849806,0.1492474651849806
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,0,0.15117197006733835,0.15117197006733835
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,1,0.16602236136161888,0.16602236136161888
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,2,0.16273730941184125,0.16273730941184125
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,3,0.1532445476506102,0.1532445476506102
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,4,0.18032106422629848,0.18032106422629848
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,5,0.16307746030353681,0.16307746030353681
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,6,0.15983849971042316,0.15983849971042316
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,7,0.1456498874199298,0.1456498874199298
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,8,0.12883162066471668,0.12883162066471668
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,9,0.10964924409208551,0.10964924409208551
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,10,0.09167389282184212,0.09167389282184212
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,11,0.061583544081189,0.061583544081189
Cell Blocked,RF Unit RX Channel RTWP/RSSI Unbalanced,12,0.05305696711489079,0.05305696711489079
Cell Blocked,RF Unit VSWR Threshold Crossed,-12,0.00944636553189454,0.00944636553189454
Cell Blocked,RF Unit VSWR Threshold Crossed,-11,0.002800334299054736,0.002800334299054736
Cell Blocked,RF Unit VSWR Threshold Crossed,-10,0.022107468078368137,0.022107468078368137
Cell Blocked,RF Unit VSWR Threshold Crossed,-9,0.027385945497266792,0.027385945497266792
Cell Blocked,RF Unit VSWR Threshold Crossed,-8,0.03366176063019338,0.03366176063019338
Cell Blocked,RF Unit VSWR Threshold Crossed,-7,0.04645266773875861,0.04645266773875861
Cell Blocked,RF Unit VSWR Threshold Crossed,-6,0.037908625354029224,0.037908625354029224
Cell Blocked,RF Unit VSWR Threshold Crossed,-5,0.09292253409072655,0.09292253409072655
Cell Blocked,RF Unit VSWR Threshold Crossed,-4,0.06647780306204655,0.06647780306204655
Cell Blocked,RF Unit VSWR Threshold Crossed,-3,0.09489130178949888,0.09489130178949888
Cell Blocked,RF Unit VSWR Threshold Crossed,-2,0.09910185922358498,0.09910185922358498
Cell Blocked,RF Unit VSWR Threshold Crossed,-1,0.1258058418513359,0.1258058418513359
Cell Blocked,RF Unit VSWR Threshold Crossed,0,0.12867136595371836,0.12867136595371836
Cell Blocked,RF Unit VSWR Threshold Crossed,1,0.13132800433573386,0.13132800433573386
Cell Blocked,RF Unit VSWR Threshold Crossed,2,0.1389117138405926,0.1389117138405926
Cell Blocked,RF Unit VSWR Threshold Crossed,3,0.12879872434985898,0.12879872434985898
Cell Blocked,RF Unit VSWR Threshold Crossed,4,0.09793790394799766,0.09793790394799766
Cell Blocked,RF Unit VSWR Threshold Crossed,5,0.09331794829951878,0.09331794829951878
Cell Blocked,RF Unit VSWR Threshold Crossed,6,0.062442725221144316,0.062442725221144316
Cell Blocked,RF Unit VSWR Threshold Crossed,7,0.05588185379872002,0.05588185379872002
